Branch,Code,Variable,year,value
St. Paul Bookmobile,C03M,Video Materials,2013,3957
St. Paul Bookmobile,C04M,Multi-format Materials,2013,1
St. Paul Bookmobile,C05M,Other Physical Materials,2013,5
St. Paul Bookmobile,C06M,Total Materials (Manually Input),2013,20558
St. Paul Bookmobile,C07M,Print Serial Subscriptions,2013,24
Rondo Community Outreach,P01M,Population of the Legal Service Area,2013,NA
Rondo Community Outreach,P02aM,Registered Borrowers - Residents,2013,NA
Rondo Community Outreach,P02bM,Registered Borrowers - Reciprocal,2013,NA
Rondo Community Outreach,P02cM,Total Registered Borrowers (Manually Input),2013,45594
Rondo Community Outreach,P04M,Library Visits,2013,374453
Rondo Community Outreach,P06M,Reference Transactions,2013,NA
Rondo Community Outreach,P08M,Stations,2013,NA
Rondo Community Outreach,P09M,Users of Public Internet Computers,2013,66293
Rondo Community Outreach,P15M,Children's Circulation,2013,88079
Rondo Community Outreach,P16M,Children's Library Programs,2013,NA
Rondo Community Outreach,P17M,Children's Program Attendance,2013,NA
Rondo Community Outreach,P18M,Yound Adult Library Programs,2013,NA
Rondo Community Outreach,P19M,Young Adult Program Attendance,2013,NA
Rondo Community Outreach,P20M,Adult Circulation,2013,90824
Rondo Community Outreach,P21M,Adult Library Programs,2013,NA
Rondo Community Outreach,P22M,Adult Program Attendance,2013,NA
Rondo Community Outreach,P23M,Other Circulation,2013,NA
Rondo Community Outreach,P24M,Total Circulation,2013,178903
Rondo Community Outreach,C01M,Print Materials,2013,66700
Rondo Community Outreach,C02M,Audio Materials,2013,NA
Rondo Community Outreach,C03M,Video Materials,2013,11729
Rondo Community Outreach,C04M,Multi-format Materials,2013,NA
Rondo Community Outreach,C05M,Other Physical Materials,2013,NA
Rondo Community Outreach,C06M,Total Materials (Manually Input),2013,84287
Rondo Community Outreach,C07M,Print Serial Subscriptions,2013,NA
Central,P01M,Population of the Legal Service Area,2013,NA
Central,P02aM,Registered Borrowers - Residents,2013,NA
Central,P02bM,Registered Borrowers - Reciprocal,2013,NA
Central,P02cM,Total Registered Borrowers (Manually Input),2013,67357
Central,P04M,Library Visits,2013,256037
Central,P06M,Reference Transactions,2013,NA
Central,P08M,Stations,2013,NA
Central,P09M,Users of Public Internet Computers,2013,40891
Central,NA,Wireless Sessions,2013,NA
Central,P15M,Children's Circulation,2013,71489
Central,P16M,Children's Library Programs,2013,NA
Central,P17M,Children's Program Attendance,2013,NA
Central,P18M,Yound Adult Library Programs,2013,NA
Central,P19M,Young Adult Program Attendance,2013,NA
Central,P20M,Adult Circulation,2013,134784
Central,P21M,Adult Library Programs,2013,NA
Central,P22M,Adult Program Attendance,2013,NA
Central,P23M,Other Circulation,2013,NA
Central,P24M,Total Circulation,2013,206273
Central,C01M,Print Materials,2013,329740
Central,C02M,Audio Materials,2013,NA
Central,C03M,Video Materials,2013,8269
Central,C04M,Multi-format Materials,2013,NA
Central,C05M,Other Physical Materials,2013,NA
Central,C06M,Total Materials (Manually Input),2013,345070
Central,C07M,Print Serial Subscriptions,2013,NA
Sun Ray,P01M,Population of the Legal Service Area,2013,NA
Sun Ray,P02aM,Registered Borrowers - Residents,2013,NA
Sun Ray,P02bM,Registered Borrowers - Reciprocal,2013,NA
Sun Ray,P02cM,Total Registered Borrowers (Manually Input),2013,30069
Sun Ray,P04M,Library Visits,2013,224115
Sun Ray,P06M,Reference Transactions,2013,NA
Sun Ray,P08M,Stations,2013,NA
Sun Ray,P09M,Users of Public Internet Computers,2013,0
Sun Ray,NA,Wireless Sessions,2013,NA
Sun Ray,P15M,Children's Circulation,2013,166399
Sun Ray,P16M,Children's Library Programs,2013,NA
Sun Ray,P17M,Children's Program Attendance,2013,NA
Sun Ray,P18M,Yound Adult Library Programs,2013,NA
Sun Ray,P19M,Young Adult Program Attendance,2013,NA
Sun Ray,P20M,Adult Circulation,2013,314003
Sun Ray,P21M,Adult Library Programs,2013,NA
Sun Ray,P22M,Adult Program Attendance,2013,NA
Sun Ray,P23M,Other Circulation,2013,NA
Sun Ray,P24M,Total Circulation,2013,480402
Sun Ray,C01M,Print Materials,2013,11502
Sun Ray,C02M,Audio Materials,2013,NA
Sun Ray,C03M,Video Materials,2013,637
Sun Ray,C04M,Multi-format Materials,2013,NA
Sun Ray,C05M,Other Physical Materials,2013,NA
Sun Ray,C06M,Total Materials (Manually Input),2013,12598
Sun Ray,C07M,Print Serial Subscriptions,2013,NA
West 7th Street Popular,P01M,Population of the Legal Service Area,2013,4326
West 7th Street Popular,P02aM,Registered Borrowers - Residents,2013,3557
West 7th Street Popular,P02bM,Registered Borrowers - Reciprocal,2013,534
West 7th Street Popular,P02cM,Total Registered Borrowers (Manually Input),2013,4091
West 7th Street Popular,P04M,Library Visits,2013,47213
West 7th Street Popular,P06M,Reference Transactions,2013,14898
West 7th Street Popular,P08M,Stations,2013,NA
West 7th Street Popular,P09M,Users of Public Internet Computers,2013,12659
West 7th Street Popular,NA,Wireless Sessions,2013,NA
West 7th Street Popular,P15M,Children's Circulation,2013,32683
West 7th Street Popular,P16M,Children's Library Programs,2013,162
West 7th Street Popular,P17M,Children's Program Attendance,2013,2695
West 7th Street Popular,P18M,Yound Adult Library Programs,2013,16
West 7th Street Popular,P19M,Young Adult Program Attendance,2013,141
West 7th Street Popular,P20M,Adult Circulation,2013,34608
West 7th Street Popular,P21M,Adult Library Programs,2013,32
West 7th Street Popular,P22M,Adult Program Attendance,2013,226
West 7th Street Popular,NA,Total Programs,2013,NA
West 7th Street Popular,NA,Total Program Attendance,2013,NA
West 7th Street Popular,P23M,Other Circulation,2013,0
West 7th Street Popular,P24M,Total Circulation,2013,67291
West 7th Street Popular,C01M,Print Materials,2013,8560
West 7th Street Popular,C02M,Audio Materials,2013,1135
West 7th Street Popular,C03M,Video Materials,2013,1382
West 7th Street Popular,C04M,Multi-format Materials,2013,0
West 7th Street Popular,C05M,Other Physical Materials,2013,8
West 7th Street Popular,C06M,Total Materials (Manually Input),2013,11085
West 7th Street Popular,C07M,Print Serial Subscriptions,2013,11
Arlington Hills,C01M,Print Materials,2012,19481
Arlington Hills,C02M,Audio Materials,2012,NA
Arlington Hills,C03M,Video Materials,2012,5236
Arlington Hills,C04M,Multi-format Materials,2012,NA
Arlington Hills,C05M,Other Physical Materials,2012,NA
Arlington Hills,C06M,Total Materials (Manually Input),2012,26586
Arlington Hills,C07M,Print Serial Subscriptions,2012,NA
Arlington Hills,P01M,Population of the Legal Service Area,2012,NA
Arlington Hills,P02aM,Registered Borrowers - Residents,2012,NA
Arlington Hills,P02bM,Registered Borrowers - Reciprocal,2012,NA
Arlington Hills,P02cM,Total Registered Borrowers/Users,2012,16005
Arlington Hills,P04M,Library Visits,2012,89086
Arlington Hills,P06M,Reference Transactions,2012,NA
Arlington Hills,P08M,Stations,2012,NA
Arlington Hills,P09M,Annual Public Internet Computer Sessions,2012,24652
Arlington Hills,P15M,Wireless Sessions,2012,NA
Arlington Hills,P16M,Children's Circulation,2012,35544
Arlington Hills,P17M,Children's Library Programs,2012,NA
Arlington Hills,P18M,Children's Program Attendance,2012,NA
Arlington Hills,P19M,Young Adult Library Programs,2012,NA
Arlington Hills,P20M,Young Adult Program Attendance,2012,NA
Arlington Hills,P21M,Adult Circulation,2012,28398
Arlington Hills,P22M,Adult Library Programs,2012,NA
Arlington Hills,P23M,Adult Program Attendance,2012,NA
Arlington Hills,P24M,Other Circulation,2012,NA
Arlington Hills,P25M,Total Circulation (Manually Input),2012,63942
Arlington Hills,P26M,Total Programs (Manually Input),2012,NA
Dayton's Bluff,P01M,Population of the Legal Service Area,2012,14457
Dayton's Bluff,P02aM,Registered Borrowers - Residents,2012,9685
Dayton's Bluff,P02bM,Registered Borrowers - Reciprocal,2012,2919
Dayton's Bluff,P02cM,Total Registered Borrowers,2012,12604
Dayton's Bluff,P04M,Library Visits,2012,129769
Dayton's Bluff,P06M,Reference Transactions,2012,29224
Dayton's Bluff,P08M,Stations,2012,NA
Dayton's Bluff,P09M,Annual Public Internet Computer Sessions,2012,21049
Dayton's Bluff,NA,Wireless Sessions,2012,NA
Dayton's Bluff,P15M,Children's Circulation,2012,29917
Dayton's Bluff,P16M,Children's Library Programs,2012,138
Dayton's Bluff,P17M,Children's Program Attendance,2012,2086
Dayton's Bluff,P18M,Young Adult Library Programs,2012,12
Dayton's Bluff,P19M,Young Adult Program Attendance,2012,384
Dayton's Bluff,P20M,Adult Circulation,2012,39298
Dayton's Bluff,P21M,Adult Library Programs,2012,331
Dayton's Bluff,P22M,Adult Program Attendance,2012,2663
Dayton's Bluff,P23M,Other Circulation,2012,0
Dayton's Bluff,P24M,Total Circulation (Manually Input),2012,68347
Dayton's Bluff,P25M,Total Programs (Manually Input),2012,481
Dayton's Bluff,P26M,Total Attendance (Manually Input),2012,5133
Dayton's Bluff,C01M,Print Materials,2012,25557
Dayton's Bluff,C02M,Audio Materials,2012,3076
Dayton's Bluff,C03M,Video Materials,2012,6606
Dayton's Bluff,C04M,Multi-format Materials,2012,38
Dayton's Bluff,C05M,Other Physical Materials,2012,9
Dayton's Bluff,C06M,Total Materials (Manually Input),2012,35286
Dayton's Bluff,C07M,Print Serial Subscriptions,2012,30
Hamline Midway,P01M,Population of the Legal Service Area,2012,15989
Hamline Midway,P02aM,Registered Borrowers - Residents,2012,8425
Hamline Midway,P02bM,Registered Borrowers - Reciprocal,2012,1371
Hamline Midway,P02cM,Total Registered Borrowers,2012,9796
Hamline Midway,P04M,Library Visits,2012,98584
Hamline Midway,P06M,Reference Transactions,2012,12844
Hamline Midway,P08M,Stations,2012,NA
Hamline Midway,P09M,Users of Public Internet Computers,2012,13955
Hamline Midway,P15M,Children's Circulation,2012,45192
Hamline Midway,P16M,Children's Library Programs,2012,121
Hamline Midway,P17M,Children's Program Attendance,2012,2242
Hamline Midway,P18M,Yound Adult Library Programs,2012,11
Hamline Midway,P19M,Young Adult Program Attendance,2012,181
Hamline Midway,P20M,Adult Circulation,2012,50909
Hamline Midway,P21M,Adult Library Programs,2012,48
Hamline Midway,P22M,Adult Program Attendance,2012,1082
Hamline Midway,P23M,Other Circulation,2012,0
Hamline Midway,P24M,Total Circulation,2012,96101
Hamline Midway,NA,Total Programs (Manually Input),2012,180
Hamline Midway,NA,Total Attendance (Manually Input),2012,3505
Hamline Midway,C01M,Print Materials,2012,19718
Hamline Midway,C02M,Audio Materials,2012,2625
Hamline Midway,C03M,Video Materials,2012,3161
Hamline Midway,C04M,Multi-format Materials,2012,3
Hamline Midway,C05M,Other Physical Materials,2012,8
Hamline Midway,C06M,Total Materials (Manually Input),2012,25515
Hamline Midway,C07M,Print Serial Subscriptions,2012,45
Hamline Midway,NA,Wireless Sessions,2012,NA
Hayden Heights,P01M,Population of the Legal Service Area,2012,29960
Hayden Heights,P02aM,Registered Borrowers - Residents,2012,17381
Hayden Heights,P02bM,Registered Borrowers - Reciprocal,2012,4750
Hayden Heights,P02cM,Total Registered Borrowers (Manually Input),2012,22131
Hayden Heights,P04M,Library Visits,2012,96933
Hayden Heights,P06M,Reference Transactions,2012,22958
Hayden Heights,P08M,Stations,2012,NA
Hayden Heights,P09M,Users of Public Internet Computers,2012,21452
Hayden Heights,NA,Wireless Sessions,2012,NA
Hayden Heights,P15M,Children's Circulation,2012,50659
Hayden Heights,P16M,Children's Library Programs,2012,156
Hayden Heights,P17M,Children's Program Attendance,2012,3463
Hayden Heights,P18M,Yound Adult Library Programs,2012,18
Hayden Heights,P19M,Young Adult Program Attendance,2012,226
Hayden Heights,P20M,Adult Circulation,2012,48108
Hayden Heights,P21M,Adult Library Programs,2012,98
Hayden Heights,P22M,Adult Program Attendance,2012,911
Hayden Heights,P23M,Other Circulation,2012,0
Hayden Heights,P24M,Total Circulation,2012,98767
Hayden Heights,NA,Total Programs (Manually Input),2012,272
Hayden Heights,NA,Total Attendance (Manually Input),2012,4600
Hayden Heights,C01M,Print Materials,2012,39170
Hayden Heights,C02M,Audio Materials,2012,2602
Hayden Heights,C03M,Video Materials,2012,4692
Hayden Heights,C04M,Multi-format Materials,2012,15
Hayden Heights,C05M,Other Physical Materials,2012,11
Hayden Heights,C06M,Total Materials (Manually Input),2012,46490
Hayden Heights,C07M,Print Serial Subscriptions,2012,72
Highland,P01M,Population of the Legal Service Area,2012,37210
Highland,P02aM,Registered Borrowers - Residents,2012,28703
Highland,P02bM,Registered Borrowers - Reciprocal,2012,7755
Highland,P02cM,Total Registered Borrowers (Manually Input),2012,36458
Highland,P04M,Library Visits,2012,268805
Highland,P06M,Reference Transactions,2012,66716
Highland,P08M,Stations,2012,NA
Highland,P09M,Users of Public Internet Computers,2012,42035
Highland,NA,Wireless Sessions,2012,NA
Highland,P15M,Children's Circulation,2012,195993
Highland,P16M,Children's Library Programs,2012,110
Highland,P17M,Children's Program Attendance,2012,3817
Highland,P18M,Yound Adult Library Programs,2012,25
Highland,P19M,Young Adult Program Attendance,2012,464
Highland,P20M,Adult Circulation,2012,279333
Highland,P21M,Adult Library Programs,2012,96
Highland,P22M,Adult Program Attendance,2012,831
Highland,P23M,Other Circulation,2012,0
Highland,P24M,Total Circulation,2012,475326
Highland,NA,Total Programs (Manually Input),2012,231
Highland,NA,Total Attendance (Manually Input),2012,5112
Highland,C01M,Print Materials,2012,85803
Highland,C02M,Audio Materials,2012,5739
Highland,C03M,Video Materials,2012,7287
Highland,C04M,Multi-format Materials,2012,20
Highland,C05M,Other Physical Materials,2012,10
Highland,C06M,Total Materials (Manually Input),2012,98859
Highland,C07M,Print Serial Subscriptions,2012,84
Merriam Park,P01M,Population of the Legal Service Area,2012,30547
Merriam Park,P02aM,Registered Borrowers - Residents,2012,19052
Merriam Park,P02bM,Registered Borrowers - Reciprocal,2012,5362
Merriam Park,P02cM,Total Registered Borrowers (Manually Input),2012,24414
Merriam Park,P04M,Library Visits,2012,135486
Merriam Park,P06M,Reference Transactions,2012,33514
Merriam Park,P08M,Stations,2012,NA
Merriam Park,P09M,Users of Public Internet Computers,2012,18232
Merriam Park,P15M,Children's Circulation,2012,106824
Merriam Park,NA,Wireless Sessions,2012,NA
Merriam Park,P16M,Children's Library Programs,2012,98
Merriam Park,P17M,Children's Program Attendance,2012,3328
Merriam Park,P18M,Yound Adult Library Programs,2012,12
Merriam Park,P19M,Young Adult Program Attendance,2012,76
Merriam Park,P20M,Adult Circulation,2012,187407
Merriam Park,P21M,Adult Library Programs,2012,33
Merriam Park,P22M,Adult Program Attendance,2012,665
Merriam Park,P23M,Other Circulation,2012,0
Merriam Park,P24M,Total Circulation,2012,294231
Merriam Park,NA,Total Programs (Manually Input),2012,143
Merriam Park,NA,Total Attendance (Manually Input),2012,4069
Merriam Park,C01M,Print Materials,2012,57412
Merriam Park,C02M,Audio Materials,2012,5907
Merriam Park,C03M,Video Materials,2012,6286
Merriam Park,C04M,Multi-format Materials,2012,9
Merriam Park,C05M,Other Physical Materials,2012,10
Merriam Park,C06M,Total Materials (Manually Input),2012,69624
Merriam Park,C07M,Print Serial Subscriptions,2012,126
Rice Street,P01M,Population of the Legal Service Area,2012,29755
Rice Street,P02aM,Registered Borrowers - Residents,2012,18010
Rice Street,P02bM,Registered Borrowers - Reciprocal,2012,3365
Rice Street,P02cM,Total Registered Borrowers (Manually Input),2012,21375
Rice Street,P04M,Library Visits,2012,233858
Rice Street,P06M,Reference Transactions,2012,14170
Rice Street,P08M,Stations,2012,NA
Rice Street,P09M,Users of Public Internet Computers,2012,39023
Rice Street,NA,Wireless Sessions,2012,NA
Rice Street,P15M,Children's Circulation,2012,49830
Rice Street,P16M,Children's Library Programs,2012,157
Rice Street,P17M,Children's Program Attendance,2012,2459
Rice Street,P18M,Yound Adult Library Programs,2012,77
Rice Street,P19M,Young Adult Program Attendance,2012,680
Rice Street,P20M,Adult Circulation,2012,61484
Rice Street,P21M,Adult Library Programs,2012,302
Rice Street,P22M,Adult Program Attendance,2012,1527
Rice Street,P23M,Other Circulation,2012,0
Rice Street,P24M,Total Circulation,2012,111314
Rice Street,NA,Total Programs (Manually Input),2012,536
Rice Street,NA,Total Attendance (Manually Input),2012,4666
Rice Street,C01M,Print Materials,2012,36261
Rice Street,C02M,Audio Materials,2012,2697
Rice Street,C03M,Video Materials,2012,6732
Rice Street,C04M,Multi-format Materials,2012,22
Rice Street,C05M,Other Physical Materials,2012,10
Rice Street,C06M,Total Materials (Manually Input),2012,45722
Rice Street,C07M,Print Serial Subscriptions,2012,44
Riverview,P01M,Population of the Legal Service Area,2012,14959
Riverview,P02aM,Registered Borrowers - Residents,2012,10908
Riverview,P02bM,Registered Borrowers - Reciprocal,2012,1789
Riverview,P02cM,Total Registered Borrowers (Manually Input),2012,12697
Riverview,P04M,Library Visits,2012,82453
Riverview,P06M,Reference Transactions,2012,8684
Riverview,P08M,Stations,2012,NA
Riverview,P09M,Users of Public Internet Computers,2012,11968
Riverview,NA,Wireless Sessions,2012,NA
Riverview,P15M,Children's Circulation,2012,34461
Riverview,P16M,Children's Library Programs,2012,185
Riverview,P17M,Children's Program Attendance,2012,3387
Riverview,P18M,Yound Adult Library Programs,2012,24
Riverview,P19M,Young Adult Program Attendance,2012,501
Riverview,P20M,Adult Circulation,2012,35375
Riverview,P21M,Adult Library Programs,2012,107
Riverview,P22M,Adult Program Attendance,2012,755
Riverview,P23M,Other Circulation,2012,0
Riverview,P24M,Total Circulation,2012,69836
Riverview,NA,Total Programs (Manually Input),2012,316
Riverview,NA,Total Attendance (Manually Input),2012,4643
Riverview,C01M,Print Materials,2012,18688
Riverview,C02M,Audio Materials,2012,2270
Riverview,C03M,Video Materials,2012,3553
Riverview,C04M,Multi-format Materials,2012,NA
Riverview,C05M,Other Physical Materials,2012,NA
Riverview,C06M,Total Materials (Manually Input),2012,24545
Riverview,C07M,Print Serial Subscriptions,2012,NA
St. Anthony Park,P01M,Population of the Legal Service Area,2012,NA
St. Anthony Park,P02aM,Registered Borrowers - Residents,2012,NA
St. Anthony Park,P02bM,Registered Borrowers - Reciprocal,2012,NA
St. Anthony Park,P02cM,Total Registered Borrowers (Manually Input),2012,15201
St. Anthony Park,P04M,Library Visits,2012,104549
St. Anthony Park,P06M,Reference Transactions,2012,NA
St. Anthony Park,P08M,Stations,2012,NA
St. Anthony Park,P09M,Users of Public Internet Computers,2012,8125
St. Anthony Park,NA,Wireless Sessions,2012,NA
St. Anthony Park,P15M,Children's Circulation,2012,83784
St. Anthony Park,P16M,Children's Library Programs,2012,NA
St. Anthony Park,P17M,Children's Program Attendance,2012,NA
St. Anthony Park,P18M,Yound Adult Library Programs,2012,NA
St. Anthony Park,P19M,Young Adult Program Attendance,2012,NA
St. Anthony Park,P20M,Adult Circulation,2012,79179
St. Anthony Park,P21M,Adult Library Programs,2012,NA
St. Anthony Park,P22M,Adult Program Attendance,2012,NA
St. Anthony Park,P23M,Other Circulation,2012,NA
St. Anthony Park,P24M,Total Circulation,2012,162963
St. Anthony Park,C01M,Print Materials,2012,31744
St. Anthony Park,C02M,Audio Materials,2012,NA
St. Anthony Park,C03M,Video Materials,2012,3476
St. Anthony Park,C04M,Multi-format Materials,2012,NA
St. Anthony Park,C05M,Other Physical Materials,2012,NA
St. Anthony Park,C06M,Total Materials (Manually Input),2012,37916
St. Anthony Park,C07M,Print Serial Subscriptions,2012,NA
St. Paul Bookmobile,P01M,Population of the Legal Service Area,2012,0
St. Paul Bookmobile,P02aM,Registered Borrowers - Residents,2012,9288
St. Paul Bookmobile,P02bM,Registered Borrowers - Reciprocal,2012,623
St. Paul Bookmobile,P02cM,Total Registered Borrowers (Manually Input),2012,9911
St. Paul Bookmobile,P04M,Library Visits,2012,152162
St. Paul Bookmobile,P06M,Reference Transactions,2012,39650
St. Paul Bookmobile,P08M,Stations,2012,NA
St. Paul Bookmobile,P09M,Users of Public Internet Computers,2012,NA
St. Paul Bookmobile,P15M,Children's Circulation,2012,80420
St. Paul Bookmobile,P16M,Children's Library Programs,2012,1153
St. Paul Bookmobile,P17M,Children's Program Attendance,2012,32609
St. Paul Bookmobile,P18M,Young Adult Library Programs,2012,0
St. Paul Bookmobile,P19M,Young Adult Program Attendance,2012,0
St. Paul Bookmobile,P20M,Adult Circulation,2012,38797
St. Paul Bookmobile,P21M,Adult Library Programs,2012,1
St. Paul Bookmobile,P22M,Adult Program Attendance,2012,75
St. Paul Bookmobile,P23M,Other Circulation,2012,0
St. Paul Bookmobile,P24M,Total Circulation,2012,119217
St. Paul Bookmobile,NA,Total Programs,2012,1154
St. Paul Bookmobile,C01M,Print Materials,2012,16073
St. Paul Bookmobile,C02M,Audio Materials,2012,572
St. Paul Bookmobile,C03M,Video Materials,2012,3467
St. Paul Bookmobile,C04M,Multi-format Materials,2012,1
St. Paul Bookmobile,C05M,Other Physical Materials,2012,5
St. Paul Bookmobile,C06M,Total Materials (Manually Input),2012,20118
St. Paul Bookmobile,C07M,Print Serial Subscriptions,2012,24
Rondo Community Outreach,P01M,Population of the Legal Service Area,2012,NA
Rondo Community Outreach,P02aM,Registered Borrowers - Residents,2012,NA
Rondo Community Outreach,P02bM,Registered Borrowers - Reciprocal,2012,NA
Rondo Community Outreach,P02cM,Total Registered Borrowers (Manually Input),2012,42412
Rondo Community Outreach,P04M,Library Visits,2012,379084
Rondo Community Outreach,P06M,Reference Transactions,2012,NA
Rondo Community Outreach,P08M,Stations,2012,NA
Rondo Community Outreach,P09M,Users of Public Internet Computers,2012,66151
Rondo Community Outreach,P15M,Children's Circulation,2012,78665
Rondo Community Outreach,P16M,Children's Library Programs,2012,NA
Rondo Community Outreach,P17M,Children's Program Attendance,2012,NA
Rondo Community Outreach,P18M,Yound Adult Library Programs,2012,NA
Rondo Community Outreach,P19M,Young Adult Program Attendance,2012,NA
Rondo Community Outreach,P20M,Adult Circulation,2012,87307
Rondo Community Outreach,P21M,Adult Library Programs,2012,NA
Rondo Community Outreach,P22M,Adult Program Attendance,2012,NA
Rondo Community Outreach,P23M,Other Circulation,2012,NA
Rondo Community Outreach,P24M,Total Circulation,2012,165972
Rondo Community Outreach,C01M,Print Materials,2012,64828
Rondo Community Outreach,C02M,Audio Materials,2012,NA
Rondo Community Outreach,C03M,Video Materials,2012,9957
Rondo Community Outreach,C04M,Multi-format Materials,2012,NA
Rondo Community Outreach,C05M,Other Physical Materials,2012,NA
Rondo Community Outreach,C06M,Total Materials (Manually Input),2012,79993
Rondo Community Outreach,C07M,Print Serial Subscriptions,2012,NA
Central,P01M,Population of the Legal Service Area,2012,NA
Central,P02aM,Registered Borrowers - Residents,2012,NA
Central,P02bM,Registered Borrowers - Reciprocal,2012,NA
Central,P02cM,Total Registered Borrowers (Manually Input),2012,63439
Central,P04M,Library Visits,2012,272526
Central,P06M,Reference Transactions,2012,NA
Central,P08M,Stations,2012,NA
Central,P09M,Users of Public Internet Computers,2012,45371
Central,NA,Wireless Sessions,2012,NA
Central,P15M,Children's Circulation,2012,75539
Central,P16M,Children's Library Programs,2012,NA
Central,P17M,Children's Program Attendance,2012,NA
Central,P18M,Yound Adult Library Programs,2012,NA
Central,P19M,Young Adult Program Attendance,2012,NA
Central,P20M,Adult Circulation,2012,151705
Central,P21M,Adult Library Programs,2012,NA
Central,P22M,Adult Program Attendance,2012,NA
Central,P23M,Other Circulation,2012,NA
Central,P24M,Total Circulation,2012,227244
Central,C01M,Print Materials,2012,342284
Central,C02M,Audio Materials,2012,NA
Central,C03M,Video Materials,2012,7509
Central,C04M,Multi-format Materials,2012,NA
Central,C05M,Other Physical Materials,2012,NA
Central,C06M,Total Materials (Manually Input),2012,356375
Central,C07M,Print Serial Subscriptions,2012,NA
Sun Ray,P01M,Population of the Legal Service Area,2012,NA
Sun Ray,P02aM,Registered Borrowers - Residents,2012,NA
Sun Ray,P02bM,Registered Borrowers - Reciprocal,2012,NA
Sun Ray,P02cM,Total Registered Borrowers (Manually Input),2012,28241
Sun Ray,P04M,Library Visits,2012,228607
Sun Ray,P06M,Reference Transactions,2012,NA
Sun Ray,P08M,Stations,2012,NA
Sun Ray,P09M,Users of Public Internet Computers,2012,0
Sun Ray,NA,Wireless Sessions,2012,NA
Sun Ray,P15M,Children's Circulation,2012,160244
Sun Ray,P16M,Children's Library Programs,2012,NA
Sun Ray,P17M,Children's Program Attendance,2012,NA
Sun Ray,P18M,Yound Adult Library Programs,2012,NA
Sun Ray,P19M,Young Adult Program Attendance,2012,NA
Sun Ray,P20M,Adult Circulation,2012,292435
Sun Ray,P21M,Adult Library Programs,2012,NA
Sun Ray,P22M,Adult Program Attendance,2012,NA
Sun Ray,P23M,Other Circulation,2012,NA
Sun Ray,P24M,Total Circulation,2012,452679
Sun Ray,C01M,Print Materials,2012,10460
Sun Ray,C02M,Audio Materials,2012,NA
Sun Ray,C03M,Video Materials,2012,546
Sun Ray,C04M,Multi-format Materials,2012,NA
Sun Ray,C05M,Other Physical Materials,2012,NA
Sun Ray,C06M,Total Materials (Manually Input),2012,11430
Sun Ray,C07M,Print Serial Subscriptions,2012,NA
West 7th Street Popular,P01M,Population of the Legal Service Area,2012,4326
West 7th Street Popular,P02aM,Registered Borrowers - Residents,2012,3272
West 7th Street Popular,P02bM,Registered Borrowers - Reciprocal,2012,482
West 7th Street Popular,P02cM,Total Registered Borrowers (Manually Input),2012,3754
West 7th Street Popular,P04M,Library Visits,2012,51948
West 7th Street Popular,P06M,Reference Transactions,2012,19110
West 7th Street Popular,P08M,Stations,2012,NA
West 7th Street Popular,P09M,Users of Public Internet Computers,2012,11409
West 7th Street Popular,NA,Wireless Sessions,2012,NA
West 7th Street Popular,P15M,Children's Circulation,2012,33878
West 7th Street Popular,P16M,Children's Library Programs,2012,160
West 7th Street Popular,P17M,Children's Program Attendance,2012,2703
West 7th Street Popular,P18M,Yound Adult Library Programs,2012,9
West 7th Street Popular,P19M,Young Adult Program Attendance,2012,79
West 7th Street Popular,P20M,Adult Circulation,2012,37837
West 7th Street Popular,P21M,Adult Library Programs,2012,38
West 7th Street Popular,P22M,Adult Program Attendance,2012,401
West 7th Street Popular,NA,Total Programs,2012,NA
West 7th Street Popular,NA,Total Program Attendance,2012,NA
West 7th Street Popular,P23M,Other Circulation,2012,0
West 7th Street Popular,P24M,Total Circulation,2012,71715
West 7th Street Popular,C01M,Print Materials,2012,8306
West 7th Street Popular,C02M,Audio Materials,2012,1006
West 7th Street Popular,C03M,Video Materials,2012,1301
West 7th Street Popular,C04M,Multi-format Materials,2012,0
West 7th Street Popular,C05M,Other Physical Materials,2012,9
West 7th Street Popular,C06M,Total Materials (Manually Input),2012,10622
West 7th Street Popular,C07M,Print Serial Subscriptions,2012,11
Arlington Hills,C01M,Print Materials,2015,22709
Arlington Hills,C02M,Audio Materials,2015,NA
Arlington Hills,C03M,Video Materials,2015,7618
Arlington Hills,C04M,Multi-format Materials,2015,NA
Arlington Hills,C05M,Other Physical Materials,2015,NA
Arlington Hills,C06M,Total Materials (Manually Input),2015,32649
Arlington Hills,C07M,Print Serial Subscriptions,2015,NA
Arlington Hills,P01M,Population of the Legal Service Area,2015,NA
Arlington Hills,P02aM,Registered Borrowers - Residents,2015,NA
Arlington Hills,P02bM,Registered Borrowers - Reciprocal,2015,NA
Arlington Hills,P02cM,Total Registered Borrowers/Users,2015,15300
Arlington Hills,P04M,Library Visits,2015,177008
Arlington Hills,P06M,Reference Transactions,2015,NA
Arlington Hills,P08M,Stations,2015,NA
Arlington Hills,P09M,Annual Public Internet Computer Sessions,2015,23830
Arlington Hills,P15M,Wireless Sessions,2015,NA
Arlington Hills,P16M,Children's Circulation,2015,54840
Arlington Hills,P17M,Children's Library Programs,2015,NA
Arlington Hills,P18M,Children's Program Attendance,2015,NA
Arlington Hills,P19M,Young Adult Library Programs,2015,NA
Arlington Hills,P20M,Young Adult Program Attendance,2015,NA
Arlington Hills,P21M,Adult Circulation,2015,41696
